title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Navigating the landscape of deep reinforcement learning for power system stability control: A review,"MS Massaoudi, H Abu-Rub, A Ghrayeb",2023,85,"… However, safety guarantees for improved robustness is missed in this work. Moreover, research … Kamalasadan, ‘‘A Lyapunov function based optimal hybrid power system controller for …",2nlh30fi6McJ,"MS Massaoudi, H Abu-Rub, A Ghrayeb - IEEE access, 2023 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10329337/,unknown,unknown
Neural Lyapunov control for power system transient stability: A deep learning-based approach,"T Zhao, J Wang, X Lu, Y Du",2021,83,… play essential roles in secure system operation. Control of … for complex power systems with the stability guarantee and … for stochastic power systems: A deep reinforcement learning …,-WAPMKRqXfUJ,"T Zhao, J Wang, X Lu, Y Du - … Transactions on Power Systems, 2021 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/9508183/,unknown,unknown
Make Safe Decisions in Power System: Safe Reinforcement Learning Based Pre-decision Making for Voltage Stability Emergency Control,"C Bi, L Zhu, D Liu, C Lu",2024,1,"… safety guarantees of the control strategies, which may limit their application in actual power systems [10]. … However, building a suitable Lyapunov function or solving the dual optimization …",iXofaww7XzQJ,"C Bi, L Zhu, D Liu, C Lu - arXiv preprint arXiv:2405.16485, 2024 - arxiv.org",[],https://arxiv.org/abs/2405.16485,unknown,unknown
Stable and safe reinforcement learning via a barrier-lyapunov actor-critic approach,"L Zhao, K Gatsis…",2023,50,"… Lyapunov functions to model-free RL to help guarantee the stability for various systems. … In this paper, our focus is on helping guarantee safety and stability for systems that can be …",C50Px8Gvj90J,"L Zhao, K Gatsis… - 2023 62nd IEEE …, 2023 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10383742/,unknown,unknown
Reinforcement learning with safety and stability guarantees during exploration for linear systems,"Z Marvi, B Kiumarsi",2022,13,… error to zero because the summation term plays a central role in making the derivative of the Lyapunov function negative for the learning error behavior. Please see [29] for the details …,B6E4hLnhaJMJ,"Z Marvi, B Kiumarsi - IEEE Open Journal of Control Systems, 2022 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/9904857/,unknown,unknown
Safe reinforcement learning with stability guarantee for motion planning of autonomous vehicles,"L Zhang, R Zhang, T Wu, R Weng…",2021,210,"… safe motion planning with the stability guarantee for autonomous vehicles with limited size and power… In this article, the Lyapunov function is utilized to provide a stability guarantee. This …",aSZ4pEdg1UUJ,"L Zhang, R Zhang, T Wu, R Weng… - … and learning systems, 2021 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/9478933/,unknown,unknown
Safe reinforcement learning-based transient stability control for islanded microgrids with topology reconfiguration,"T Su, J Zhao, Y Yao, A Selim…",2025,29,"… Specifically, we develop a safe RL-based, chanceconstrained, safety-guaranteed TSEC … in power system transients modify power demand characteristics, influencing transient stability …",jCptLBcssCYJ,"T Su, J Zhao, Y Yao, A Selim… - … on Smart Grid, 2025 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/11003897/,unknown,unknown
"Learning-Based Control in Safety-Critical Systems: Lyapunov-Guided Reinforcement Learning, Barrier Functions, and Formal Guarantees","A Patel, A Mostafa, E Yılmaz",2024,0,"… , autonomous vehicles, and power systems. The selected … —Lyapunov-guided RL, CBF frameworks, formal guarantees … Lyapunovguided reinforcement learning provides theoretical …",Hgi0zsU5basJ,"A Patel, A Mostafa, E Yılmaz - Multidisciplinary Engineering Science …, 2024 - jmesopen.com",[],https://www.jmesopen.com/index.php/jmesopen/article/view/24,unknown,unknown
Reinforcement learning meets the power grid: a contemporary survey with emphasis on safety and multi-agent challenges,M Jin,2025,12,"… Trust region methods (eg, CPO and PCPO) provide robust theoretical guarantees and stable learning for power system control through carefully bounded policy updates, though their …",OwWuee7zPX0J,"M Jin - Foundations and Trends in Electric Energy Systems, 2025 - emerald.com",[],https://www.emerald.com/ftees/article/8/3-4/169/1326474,unknown,unknown
Stability constrained reinforcement learning for real-time voltage control,"Y Shi, G Qu, S Low, A Anandkumar…",2022,84,… stability guarantee. The key idea underlying our approach is an explicitly constructed Lyapunov function that certifies stability. … in real-world power system voltage control. Krasovskii’s …,CwjO9Y_r-AwJ,"Y Shi, G Qu, S Low, A Anandkumar… - 2022 American …, 2022 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/9867476/,unknown,unknown
