title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Experimental Evaluation of Impact of Short-Circuit Ratio (SCR) and X/R Ratio on Stability of Grid-Forming and Grid-Following Inverters,"J Wang, S Ganguly, B Kroposki",2025,5,"… become weaker. The high penetration of renewable generation has posed new challenges to the stability of power grids, and grid-forming (… converters,” in 2023 IEEE 17th International …",IVHA2MMeo8AJ,"J Wang, S Ganguly, B Kroposki - 2025 IEEE Power & Energy …, 2025 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/11225025/,unknown,unknown
Optimization of Strength and Stability Improvement for Grid-Forming Converters under high Short-Circuit Ratio,"J Hu, Z Peng, X Zhu, W Hu, Y Dai…",2025,0,"… issues under strong grid conditions, where they cannot effectively maintain grid stability. … improve the performance of grid-forming converters under high short circuit ratio conditions. The …",xhWpzL0ibesJ,"J Hu, Z Peng, X Zhu, W Hu, Y Dai… - 2025 7th …, 2025 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/11393401/,unknown,unknown
Grid Forming Converters for Low Inertia Systems− Capabilities and Limitations: A Critical Review,"Q Salem, BB Fawaz, R Aljarrah…",2025,31,"… , grid-forming converters (GFM) are introduced and developed to alleviate the grid-following converter (… which increase the system’s instability in the weak grid. The SSO results from the …",Vn0axQbIxWsJ,"Q Salem, BB Fawaz, R Aljarrah… - IEEE Open Journal of …, 2025 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10981620/,unknown,unknown
Small-Signal Stability Assessment and Enhancement of Grid-Following/Grid-Forming Hybrid Systems Based on Voltage and Current Strength,"R Leng, H Chen, L Wang, K Zhuang…",2025,3,"… unstable in weak grids that are characterized by low short-circuit ratios (SCRs), ie, low voltage strength… GCS is the rated capacity of converter to the ratio of the short circuit capacity at the …",tq0JKwXV-oIJ,"R Leng, H Chen, L Wang, K Zhuang… - IEEE Transactions …, 2025 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/11244864/,unknown,unknown
Grid forming inverter with increased short-circuit contribution to address inverter-based microgrid protection challenges,"M Ferrari, LM Tolbert…",2024,40,"… hardware modifications to gridforming inverters to increase their short-circuit current during … strategy designed to preserve control stability margins even when the grid-filter saturates, …",VxOMxNVwWHIJ,"M Ferrari, LM Tolbert… - IEEE Open Journal of the …, 2024 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10545588/,unknown,unknown
How many grid-forming converters do we need? A perspective from small signal stability and power grid strength,"H Xin, C Liu, X Chen, Y Wang…",2024,169,"… the largescale integration of converters, because i) the power grid needs some sources to … converters may induce instability in weak grids, ie, power grids with low short circuit ratio (…",7paRUMsaB-0J,"H Xin, C Liu, X Chen, Y Wang… - … on Power Systems, 2024 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10508461/,unknown,unknown
Analysis and parameters design of grid-forming converter for enhancing the stability of photovoltaic storage system under weak grid,"W Dong, H Diao, J Xu, J Kang, Z Lv",2024,29,… the PVESS stability after the adoption of grid-forming control is clearly revealed. 3) A parameter design scheme of GFMC is proposed aimed at the stability of PVESS under weak grid. …,5xR8u-s22x4J,"W Dong, H Diao, J Xu, J Kang, Z Lv - IEEE Access, 2024 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10646348/,unknown,unknown
Grid-forming converter and stability aspects of renewable-based low-inertia power networks: Modern trends and challenges,"S Alshahrani, K Khan, M Abido, M Khalid",2024,52,"… voltage angle, guaranteeing stable power supply and integrating green power sources into the grid. Understanding decreased system inertia and grid-forming converters is essential to …",Hcu-4d793UEJ,"S Alshahrani, K Khan, M Abido, M Khalid - Arabian journal for science and …, 2024 - Springer",[],https://link.springer.com/article/10.1007/s13369-023-08399-z,unknown,unknown
Control and stability of grid-forming inverters: A comprehensive review,"M Mirmohammad, SP Azad",2024,84,"… stability, introduces new stability concepts that correspond to power grids with integrated inverters, ie, resonance and converter… grid: grid-following inverters (GFLIs) and grid-forming …",PIyZfQi5sZQJ,"M Mirmohammad, SP Azad - Energies, 2024 - mdpi.com",[],https://www.mdpi.com/1996-1073/17/13/3186,unknown,unknown
A unified approach to modeling and stability equivalence analysis for grid-forming and grid-following converters,"C Yu, H Xu, C Chen, M Sun, X Fu, X Zhang",2024,21,"… is divided into three parts: LCL with the grid, output control, and power control, each … -signal models, the stability of GFM/GFL converters under different grid short circuit ratios (SCR) is …",Lv7R549CexIJ,"C Yu, H Xu, C Chen, M Sun, X Fu, X Zhang - Electric Power Systems …, 2024 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S0378779624007478,unknown,unknown
