title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Safe-Control-Gym: A Unified Benchmark Suite for Safe Learning-Based Control and Reinforcement Learning in Robotics,"Z Yuan, AW Hall, S Zhou, L Brunke…",2022,105,"… and enhance reproducibility; and (iii) several control and learning-based control baselines … -gym, a benchmark suite of simulation environments to evaluate safe learning-based control…",hEF7LTUpOSIJ,"Z Yuan, AW Hall, S Zhou, L Brunke… - IEEE Robotics and …, 2022 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/9849119/,unknown,unknown
On reliability of reinforcement learning based production scheduling systems: a comparative survey,"C Waubert de Puiseau, R Meyes, T Meisen",2022,87,… and offline optimization methods: an a priori analysis and evaluation of a strategy in the real environment is not possible. The only two options for evaluating a schedule are: (1) A run-…,Hk0DK3PQNF0J,"C Waubert de Puiseau, R Meyes, T Meisen - Journal of Intelligent …, 2022 - Springer",[],https://link.springer.com/article/10.1007/s10845-022-01915-2,unknown,unknown
Improving reproducibility in machine learning research (a report from the neurips 2019 reproducibility program),"J Pineau, P Vincent-Lamarre, K Sinha…",2021,986,"… , communicate, and evaluate machine learning research. The … , a common goal for a model is to beat the top benchmarks … public trace of the findings from this secondary analysis. The …",gfCVKZG9WcgJ,"J Pineau, P Vincent-Lamarre, K Sinha… - … of machine learning …, 2021 - jmlr.org",[],http://www.jmlr.org/papers/v22/20-303.html,unknown,unknown
Empirical study of off-policy policy evaluation for reinforcement learning,"C Voloshin, HM Le, N Jiang, Y Yue",2021,222,"… benchmark offers two main advantages. First, we focus on maximizing reproducibility and nuanced experimental control … A common assumption in the analysis of OPE is a full support …",_MRah6nwzCgJ,"C Voloshin, HM Le, N Jiang, Y Yue - … Benchmarks Track (Round 1), 2021 - openreview.net",[],https://openreview.net/forum?id=IsK8iKbL-I,unknown,unknown
Multi-agent reinforcement learning for demand response in grid-responsive buildings and prosumer communities: A PRISMA-guided systematic review,"S Suhaib, B Li, Q Bing, F Liang, L Yang, A Muqtadir",2026,2,… combined with attention-based critics or value factorization to handle … that can make future work more reproducible and more helpful for … in recent transactive energy system reviews [30]. …,MLbwTQJXR5oJ,"S Suhaib, B Li, Q Bing, F Liang, L Yang, A Muqtadir - Energies, 2026 - search.proquest.com",[],https://search.proquest.com/openview/05d550f3cfa62d7a56ff57e077db2d95/1?pq-origsite=gscholar&cbl=2032402,unknown,unknown
Sources of irreproducibility in machine learning: A review,"OE Gundersen, K Coakley, C Kirkpatrick…",2022,97,… Evaluating an experiment for analysis reproducibility requires … the reproducibility challenges and needs in machine learning … Reproducible and efficient benchmarks for hyperparameter …,g9QTY-5tWRUJ,"OE Gundersen, K Coakley, C Kirkpatrick… - arXiv preprint arXiv …, 2022 - arxiv.org",[],https://arxiv.org/abs/2204.07610,unknown,unknown
"A Principled Framework to Evaluate Quality of AC-OPF Datasets for Machine Learning: Benchmarking a Novel, Scalable Generation Method","M Baù, L Perbellini, S Grillo",2025,1,"… of opensource operational power system data and in part to the … in AC-OPF dataset generation and quality analysis. Specifically, it … quality assessment that enables fair and reproducible …",9WVDgpZgM8QJ,"M Baù, L Perbellini, S Grillo - arXiv preprint arXiv:2508.19083, 2025 - arxiv.org",[],https://arxiv.org/abs/2508.19083,unknown,unknown
Core-bench: Fostering the credibility of published research through a computational reproducibility agent benchmark,"ZS Siegel, S Kapoor, N Nadgir, B Stroebl…",2024,108,… focus on evaluating if agents can verify the code to be reproducible (… analysis. We acknowledge compute support from Princeton University’s Center for Statistics and Machine Learning …,tPw8yUTh4JEJ,"ZS Siegel, S Kapoor, N Nadgir, B Stroebl… - … on Machine Learning …, 2024 - openreview.net",[],https://openreview.net/forum?id=BsMMc4MEGS,unknown,unknown
Tabarena: A living benchmark for machine learning on tabular data,"N Erickson, L Purucker, A Tschalzev…",2026,146,"… to evaluate a configuration. We log the hardware used during benchmarking to enable analysis … As part of TabArena, we share rich metadata and reproducible code with the community, …",VQV4EdPHRWwJ,"N Erickson, L Purucker, A Tschalzev… - Advances in …, 2026 - proceedings.neurips.cc",[],https://proceedings.neurips.cc/paper_files/paper/2025/hash/1697e3fb412da11dc9488249f9e7bbc9-Abstract-Datasets_and_Benchmarks_Track.html,unknown,unknown
Reproducibility in the control of autonomous mobility-on-demand systems,"X Li, M Alharbi, D Gammelli, J Harrison…",2026,5,"… by advances in robotics, control, and Machine Learning (ML), offer … those in power grid and communication network control, and … It offers a reproducible analysis pipeline for researchers …",caUaUhf5NkEJ,"X Li, M Alharbi, D Gammelli, J Harrison… - IEEE Transactions …, 2026 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/11397859/,unknown,unknown
