title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Grid-forming loads: Can the loads be in charge of forming the grid in modern power systems?,"O Gomis-Bellmunt, SD Tavakoli…",2022,57,"… , voltage source behavior and inertia to the system [1]. The … massive penetration of renewables, as these renewables are … Grid-forming capability can be allocated in renewable power …",UeJANC7rhQcJ,"O Gomis-Bellmunt, SD Tavakoli… - … on Smart Grid, 2022 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/9869743/,unknown,unknown
"State-space modeling, stability analysis, and controller design of grid-forming converters with distributed virtual inertia","H Deng, J Fang",2022,11,"… converter-coupled renewable energy sources reduces carbon footprints yet weakens power system inertia … Therefore, inertia continues to reduce with the growing penetration of DGs, …",hCI9456qkL8J,"H Deng, J Fang - Frontiers in Energy Research, 2022 - frontiersin.org",[],https://www.frontiersin.org/journals/energy-research/articles/10.3389/fenrg.2022.833387/full,unknown,unknown
"The role of grid-forming inverters in enabling high penetration of renewable energy in power systems: standards, ancillary services, current deployment, and future …","AQ Al-Shetwi, IE Atawi, A Abuelrub…",2026,1,"… In the UK, there is ongoing discussion about the inertia that GFMI converters should provide in the HVDC network, which could range from 2 to 25 MW MVA −1 [41, 50]. …",ITgkGcZehGsJ,"AQ Al-Shetwi, IE Atawi, A Abuelrub… - Progress in …, 2026 - iopscience.iop.org",[],https://iopscience.iop.org/article/10.1088/2516-1083/ae4e79/meta,unknown,unknown
Grid-forming hybrid angle control for power converters in low-inertia power systems,A Tayyebi Khameneh,2023,1,"… 100% converterbased generation penetration under GFM control strategies. Further, it is observed that on certain penetration levels, the low-inertia … to converter interfaced renewable …",rr6J_GGeb4EJ,A Tayyebi Khameneh - 2023 - research-collection.ethz.ch,[],https://www.research-collection.ethz.ch/entities/publication/591986ae-560e-4753-9764-d64a592dcbbb,unknown,unknown
Spatio-temporal frequency distribution analysis in systems with grid-forming and grid-following inverters: A new perspective from frequency domain,"Z Wang, Y Shan, Y Zhu, R Liu, Y Gu",2025,6,… ABSTRACT The high penetration of inverter-based resources … the time-varying inertia of renewable-based generators due … derives an improved spatial distribution metric of inertia that …,o0v_XKTQupwJ,"Z Wang, Y Shan, Y Zhu, R Liu, Y Gu - IEEE Access, 2025 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/11007156/,unknown,unknown
Grid-forming converter and stability aspects of renewable-based low-inertia power networks: Modern trends and challenges,"S Alshahrani, K Khan, M Abido, M Khalid",2024,52,"… The broad demonstration of grid-forming converters (GFMs) … and distribution systems combined with renewable energy … high and very high RE penetration. Accordingly, many emerging …",Hcu-4d793UEJ,"S Alshahrani, K Khan, M Abido, M Khalid - Arabian journal for science and …, 2024 - Springer",[],https://link.springer.com/article/10.1007/s13369-023-08399-z,unknown,unknown
A novel grid-forming technology for transient stability enhancement of power system with high penetration of renewable energy,"C Li, Y Huang, H Deng, X Zhang, H Zhao",2022,28,"… Owing to the limited inertia and voltage support of traditional grid-following inverters, grid-forming (… In addition, a state-space model is established to illustrate the control stability of the …",wGEJeGahKQsJ,"C Li, Y Huang, H Deng, X Zhang, H Zhao - International Journal of …, 2022 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S014206152200415X,unknown,unknown
Grid forming inverter as an advanced smart inverter for augmented ancillary services in a low inertia and a weak grid system towards grid modernization,"SS Rangarajan, ER Collins, T Senjyu",2024,23,… The location of the SCR relative to the connected renewable … The short circuit currents contributed by distribution induction … and grid forming control for a high inverter penetration power …,XDiZcj29VUUJ,"SS Rangarajan, ER Collins, T Senjyu - Clean Technologies, 2024 - mdpi.com",[],https://www.mdpi.com/2571-8797/6/3/51,unknown,unknown
Modeling and control of grid forming converters: A systematic review,"M Tozak, S Taskin, I Sengor, BP Hayes",2024,126,"… support in terms of droop and inertia response. Nevertheless, GFL … In an electrical grid that includes asynchronous renewable … Its location was selected to reduce the curtailment of wind …",GqXTqjgNmLwJ,"M Tozak, S Taskin, I Sengor, BP Hayes - IEEE Access, 2024 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10620991/,unknown,unknown
Recommendations for grid-forming converters in islanded distribution grids,A Winkens,2024,3,… of converter-coupled generators to provide virtual inertia to the … that the placement of converters providing virtual inertia to … additional technologies with lower penetration rates that are …,W-T6jfpyxLwJ,A Winkens - 2024 - publications.rwth-aachen.de,[],https://publications.rwth-aachen.de/record/1000145/files/1000145.pdf,unknown,unknown
